"Cross-site scripting","Writing user input directly to a web page allows for a cross-site scripting vulnerability.","error","Cross-site scripting vulnerability due to a [[""user-provided value""|""relative:///java-sec-code-master/src/main/java/org/joychou/util/HttpUtils.java:96:74:96:103""]].","/java-sec-code-master/src/main/java/org/joychou/controller/SSRF.java","46","16","46","43"
"Cross-site scripting","Writing user input directly to a web page allows for a cross-site scripting vulnerability.","error","Cross-site scripting vulnerability due to a [[""user-provided value""|""relative:///java-sec-code-master/src/main/java/org/joychou/util/HttpUtils.java:96:74:96:103""]].","/java-sec-code-master/src/main/java/org/joychou/controller/SSRF.java","60","20","60","47"
"Cross-site scripting","Writing user input directly to a web page allows for a cross-site scripting vulnerability.","error","Cross-site scripting vulnerability due to a [[""user-provided value""|""relative:///java-sec-code-master/src/main/java/org/joychou/util/HttpUtils.java:123:30:123:50""]].","/java-sec-code-master/src/main/java/org/joychou/controller/SSRF.java","78","20","78","51"
"Cross-site scripting","Writing user input directly to a web page allows for a cross-site scripting vulnerability.","error","Cross-site scripting vulnerability due to a [[""user-provided value""|""relative:///java-sec-code-master/src/main/java/org/joychou/util/HttpUtils.java:123:30:123:50""]].","/java-sec-code-master/src/main/java/org/joychou/controller/SSRF.java","89","16","89","47"
"Cross-site scripting","Writing user input directly to a web page allows for a cross-site scripting vulnerability.","error","Cross-site scripting vulnerability due to a [[""user-provided value""|""relative:///java-sec-code-master/src/main/java/org/joychou/util/HttpUtils.java:77:74:77:110""]].","/java-sec-code-master/src/main/java/org/joychou/controller/SSRF.java","192","20","192","44"
"Cross-site scripting","Writing user input directly to a web page allows for a cross-site scripting vulnerability.","error","Cross-site scripting vulnerability due to a [[""user-provided value""|""relative:///java-sec-code-master/src/main/java/org/joychou/impl/HttpServiceImpl.java:41:37:41:112""]].","/java-sec-code-master/src/main/java/org/joychou/controller/SSRF.java","281","16","281","64"
"Cross-site scripting","Writing user input directly to a web page allows for a cross-site scripting vulnerability.","error","Cross-site scripting vulnerability due to a [[""user-provided value""|""relative:///java-sec-code-master/src/main/java/org/joychou/impl/HttpServiceImpl.java:30:37:30:100""]].","/java-sec-code-master/src/main/java/org/joychou/controller/SSRF.java","289","16","289","52"
"Cross-site scripting","Writing user input directly to a web page allows for a cross-site scripting vulnerability.","error","Cross-site scripting vulnerability due to a [[""user-provided value""|""relative:///java-sec-code-master/src/main/java/org/joychou/controller/URLWhiteList.java:126:23:126:53""]].","/java-sec-code-master/src/main/java/org/joychou/controller/URLWhiteList.java","138","24","138","26"
"Cross-site scripting","Writing user input directly to a web page allows for a cross-site scripting vulnerability.","error","Cross-site scripting vulnerability due to a [[""user-provided value""|""relative:///java-sec-code-master/src/main/java/org/joychou/controller/URLWhiteList.java:126:23:126:53""]].","/java-sec-code-master/src/main/java/org/joychou/controller/URLWhiteList.java","140","24","140","26"
"Cross-site scripting","Writing user input directly to a web page allows for a cross-site scripting vulnerability.","error","Cross-site scripting vulnerability due to a [[""user-provided value""|""relative:///java-sec-code-master/src/main/java/org/joychou/controller/WebSockets.java:32:23:32:46""]].","/java-sec-code-master/src/main/java/org/joychou/controller/WebSockets.java","43","24","43","70"
"Cross-site scripting","Writing user input directly to a web page allows for a cross-site scripting vulnerability.","error","Cross-site scripting vulnerability due to a [[""user-provided value""|""relative:///java-sec-code-master/src/main/java/org/joychou/controller/WebSockets.java:32:23:32:46""]].","/java-sec-code-master/src/main/java/org/joychou/controller/WebSockets.java","46","24","46","71"
"Cross-site scripting","Writing user input directly to a web page allows for a cross-site scripting vulnerability.","error","Cross-site scripting vulnerability due to a [[""user-provided value""|""relative:///java-sec-code-master/src/main/java/org/joychou/controller/WebSockets.java:55:23:55:46""]].","/java-sec-code-master/src/main/java/org/joychou/controller/WebSockets.java","66","24","66","70"
"Cross-site scripting","Writing user input directly to a web page allows for a cross-site scripting vulnerability.","error","Cross-site scripting vulnerability due to a [[""user-provided value""|""relative:///java-sec-code-master/src/main/java/org/joychou/controller/WebSockets.java:55:23:55:46""]].","/java-sec-code-master/src/main/java/org/joychou/controller/WebSockets.java","69","24","69","71"
"Cross-site scripting","Writing user input directly to a web page allows for a cross-site scripting vulnerability.","error","Cross-site scripting vulnerability due to a [[""user-provided value""|""relative:///java-sec-code-master/src/main/java/org/joychou/controller/XSS.java:29:34:29:43""]].","/java-sec-code-master/src/main/java/org/joychou/controller/XSS.java","30","16","30","18"
"Cross-site scripting","Writing user input directly to a web page allows for a cross-site scripting vulnerability.","error","Cross-site scripting vulnerability due to a [[""user-provided value""|""relative:///java-sec-code-master/src/main/java/org/joychou/controller/XSS.java:57:24:57:53""]].","/java-sec-code-master/src/main/java/org/joychou/controller/XSS.java","58","16","58","18"
"Cross-site scripting","Writing user input directly to a web page allows for a cross-site scripting vulnerability.","error","Cross-site scripting vulnerability due to a [[""user-provided value""|""relative:///java-sec-code-master/src/main/java/org/joychou/controller/XSS.java:67:31:67:40""]].","/java-sec-code-master/src/main/java/org/joychou/controller/XSS.java","68","16","68","26"
"Query built from user-controlled sources","Building a SQL or Java Persistence query from user-controlled sources is vulnerable to insertion of malicious code by the user.","error","This query depends on a [[""user-provided value""|""relative:///java-sec-code-master/src/main/java/org/joychou/controller/SQLI.java:52:33:52:73""]].","/java-sec-code-master/src/main/java/org/joychou/controller/SQLI.java","67","51","67","53"
"Query built from user-controlled sources","Building a SQL or Java Persistence query from user-controlled sources is vulnerable to insertion of malicious code by the user.","error","This query depends on a [[""user-provided value""|""relative:///java-sec-code-master/src/main/java/org/joychou/controller/SQLI.java:139:32:139:72""]].","/java-sec-code-master/src/main/java/org/joychou/controller/SQLI.java","150","57","150","59"
"Groovy Language injection","Evaluation of a user-controlled Groovy script may lead to arbitrary code execution.","error","Groovy script depends on a [[""user-provided value""|""relative:///java-sec-code-master/src/main/java/org/joychou/controller/Rce.java:127:29:127:42""]].","/java-sec-code-master/src/main/java/org/joychou/controller/Rce.java","129","30","129","36"
"Expression language injection (Spring)","Evaluation of a user-controlled Spring Expression Language (SpEL) expression may lead to remote code execution.","error","SpEL expression depends on a [[""user-provided value""|""relative:///java-sec-code-master/src/main/java/org/joychou/controller/SpEL.java:25:30:25:41""]].","/java-sec-code-master/src/main/java/org/joychou/controller/SpEL.java","27","16","27","44"
"Expression language injection (Spring)","Evaluation of a user-controlled Spring Expression Language (SpEL) expression may lead to remote code execution.","error","SpEL expression depends on a [[""user-provided value""|""relative:///java-sec-code-master/src/main/java/org/joychou/controller/SpEL.java:36:30:36:41""]].","/java-sec-code-master/src/main/java/org/joychou/controller/SpEL.java","40","20","40","29"
"Server-side template injection","Untrusted input interpreted as a template can lead to remote code execution.","error","Template, which may contain code, depends on a [[""user-provided value""|""relative:///java-sec-code-master/src/main/java/org/joychou/controller/SSTI.java:27:26:27:40""]].","/java-sec-code-master/src/main/java/org/joychou/controller/SSTI.java","37","51","37","58"
"HTTP response splitting","Writing user input directly to an HTTP header makes code vulnerable to attack by header splitting.","error","This header depends on a [[""user-provided value""|""relative:///java-sec-code-master/src/main/java/org/joychou/controller/CRLFInjection.java:23:37:23:65""]], which may cause a response-splitting vulnerability.","/java-sec-code-master/src/main/java/org/joychou/controller/CRLFInjection.java","23","37","23","65"
"HTTP response splitting","Writing user input directly to an HTTP header makes code vulnerable to attack by header splitting.","error","This header depends on a [[""user-provided value""|""relative:///java-sec-code-master/src/main/java/org/joychou/controller/CRLFInjection.java:24:37:24:65""]], which may cause a response-splitting vulnerability.","/java-sec-code-master/src/main/java/org/joychou/controller/CRLFInjection.java","24","37","24","65"
"HTTP response splitting","Writing user input directly to an HTTP header makes code vulnerable to attack by header splitting.","error","This header depends on a [[""user-provided value""|""relative:///java-sec-code-master/src/main/java/org/joychou/controller/CRLFInjection.java:25:25:25:53""]], which may cause a response-splitting vulnerability.","/java-sec-code-master/src/main/java/org/joychou/controller/CRLFInjection.java","27","28","27","33"
"HTTP response splitting","Writing user input directly to an HTTP header makes code vulnerable to attack by header splitting.","error","This header depends on a [[""user-provided value""|""relative:///java-sec-code-master/src/main/java/org/joychou/controller/SSRF.java:119:28:119:51""]], which may cause a response-splitting vulnerability.","/java-sec-code-master/src/main/java/org/joychou/controller/SSRF.java","125","55","125","98"
"HTTP response splitting","Writing user input directly to an HTTP header makes code vulnerable to attack by header splitting.","error","This header depends on a [[""user-provided value""|""relative:///java-sec-code-master/src/main/java/org/joychou/controller/URLRedirect.java:43:22:43:48""]], which may cause a response-splitting vulnerability.","/java-sec-code-master/src/main/java/org/joychou/controller/URLRedirect.java","45","40","45","42"
"HTTP response splitting","Writing user input directly to an HTTP header makes code vulnerable to attack by header splitting.","error","This header depends on a [[""user-provided value""|""relative:///java-sec-code-master/src/main/java/org/joychou/controller/XSS.java:42:25:42:34""]], which may cause a response-splitting vulnerability.","/java-sec-code-master/src/main/java/org/joychou/controller/XSS.java","44","28","44","33"
"Information exposure through a stack trace","Information from a stack trace propagates to an external user. Stack traces can unintentionally reveal implementation details that are useful to an attacker for developing a subsequent exploit.","error","[[""Error information""|""relative:///java-sec-code-master/src/main/java/org/joychou/util/HttpUtils.java:107:20:107:33""]] can be exposed to an external user.","/java-sec-code-master/src/main/java/org/joychou/controller/SSRF.java","46","16","46","43"
"Information exposure through a stack trace","Information from a stack trace propagates to an external user. Stack traces can unintentionally reveal implementation details that are useful to an attacker for developing a subsequent exploit.","error","[[""Error information""|""relative:///java-sec-code-master/src/main/java/org/joychou/util/HttpUtils.java:107:20:107:33""]] can be exposed to an external user.","/java-sec-code-master/src/main/java/org/joychou/controller/SSRF.java","60","20","60","47"
"Information exposure through a stack trace","Information from a stack trace propagates to an external user. Stack traces can unintentionally reveal implementation details that are useful to an attacker for developing a subsequent exploit.","error","[[""Error information""|""relative:///java-sec-code-master/src/main/java/org/joychou/controller/SSRF.java:62:20:62:33""]] can be exposed to an external user.","/java-sec-code-master/src/main/java/org/joychou/controller/SSRF.java","62","20","62","33"
"Information exposure through a stack trace","Information from a stack trace propagates to an external user. Stack traces can unintentionally reveal implementation details that are useful to an attacker for developing a subsequent exploit.","error","[[""Error information""|""relative:///java-sec-code-master/src/main/java/org/joychou/util/HttpUtils.java:135:20:135:33""]] can be exposed to an external user.","/java-sec-code-master/src/main/java/org/joychou/controller/SSRF.java","78","20","78","51"
"Information exposure through a stack trace","Information from a stack trace propagates to an external user. Stack traces can unintentionally reveal implementation details that are useful to an attacker for developing a subsequent exploit.","error","[[""Error information""|""relative:///java-sec-code-master/src/main/java/org/joychou/controller/SSRF.java:80:20:80:33""]] can be exposed to an external user.","/java-sec-code-master/src/main/java/org/joychou/controller/SSRF.java","80","20","80","33"
"Information exposure through a stack trace","Information from a stack trace propagates to an external user. Stack traces can unintentionally reveal implementation details that are useful to an attacker for developing a subsequent exploit.","error","[[""Error information""|""relative:///java-sec-code-master/src/main/java/org/joychou/util/HttpUtils.java:135:20:135:33""]] can be exposed to an external user.","/java-sec-code-master/src/main/java/org/joychou/controller/SSRF.java","89","16","89","47"
"Information exposure through a stack trace","Information from a stack trace propagates to an external user. Stack traces can unintentionally reveal implementation details that are useful to an attacker for developing a subsequent exploit.","error","[[""Error information""|""relative:///java-sec-code-master/src/main/java/org/joychou/util/HttpUtils.java:61:20:61:33""]] can be exposed to an external user.","/java-sec-code-master/src/main/java/org/joychou/controller/SSRF.java","101","20","101","41"
"Information exposure through a stack trace","Information from a stack trace propagates to an external user. Stack traces can unintentionally reveal implementation details that are useful to an attacker for developing a subsequent exploit.","error","[[""Error information""|""relative:///java-sec-code-master/src/main/java/org/joychou/controller/SSRF.java:103:20:103:33""]] can be exposed to an external user.","/java-sec-code-master/src/main/java/org/joychou/controller/SSRF.java","103","20","103","33"
"Information exposure through a stack trace","Information from a stack trace propagates to an external user. Stack traces can unintentionally reveal implementation details that are useful to an attacker for developing a subsequent exploit.","error","[[""Error information""|""relative:///java-sec-code-master/src/main/java/org/joychou/controller/SSRF.java:159:20:159:33""]] can be exposed to an external user.","/java-sec-code-master/src/main/java/org/joychou/controller/SSRF.java","159","20","159","33"
"Information exposure through a stack trace","Information from a stack trace propagates to an external user. Stack traces can unintentionally reveal implementation details that are useful to an attacker for developing a subsequent exploit.","error","[[""Error information""|""relative:///java-sec-code-master/src/main/java/org/joychou/controller/SSRF.java:175:20:175:33""]] can be exposed to an external user.","/java-sec-code-master/src/main/java/org/joychou/controller/SSRF.java","175","20","175","33"
"Information exposure through a stack trace","Information from a stack trace propagates to an external user. Stack traces can unintentionally reveal implementation details that are useful to an attacker for developing a subsequent exploit.","error","[[""Error information""|""relative:///java-sec-code-master/src/main/java/org/joychou/util/HttpUtils.java:87:20:87:33""]] can be exposed to an external user.","/java-sec-code-master/src/main/java/org/joychou/controller/SSRF.java","192","20","192","44"
"Information exposure through a stack trace","Information from a stack trace propagates to an external user. Stack traces can unintentionally reveal implementation details that are useful to an attacker for developing a subsequent exploit.","error","[[""Error information""|""relative:///java-sec-code-master/src/main/java/org/joychou/controller/SSRF.java:194:20:194:33""]] can be exposed to an external user.","/java-sec-code-master/src/main/java/org/joychou/controller/SSRF.java","194","20","194","33"
"Information exposure through a stack trace","Information from a stack trace propagates to an external user. Stack traces can unintentionally reveal implementation details that are useful to an attacker for developing a subsequent exploit.","error","[[""Error information""|""relative:///java-sec-code-master/src/main/java/org/joychou/util/HttpUtils.java:49:32:49:45""]] can be exposed to an external user.","/java-sec-code-master/src/main/java/org/joychou/controller/SSRF.java","212","20","212","50"
"Information exposure through a stack trace","Information from a stack trace propagates to an external user. Stack traces can unintentionally reveal implementation details that are useful to an attacker for developing a subsequent exploit.","error","[[""Error information""|""relative:///java-sec-code-master/src/main/java/org/joychou/controller/SSRF.java:214:20:214:33""]] can be exposed to an external user.","/java-sec-code-master/src/main/java/org/joychou/controller/SSRF.java","214","20","214","33"
"Information exposure through a stack trace","Information from a stack trace propagates to an external user. Stack traces can unintentionally reveal implementation details that are useful to an attacker for developing a subsequent exploit.","error","[[""Error information""|""relative:///java-sec-code-master/src/main/java/org/joychou/util/HttpUtils.java:154:20:154:33""]] can be exposed to an external user.","/java-sec-code-master/src/main/java/org/joychou/controller/SSRF.java","231","20","231","39"
"Information exposure through a stack trace","Information from a stack trace propagates to an external user. Stack traces can unintentionally reveal implementation details that are useful to an attacker for developing a subsequent exploit.","error","[[""Error information""|""relative:///java-sec-code-master/src/main/java/org/joychou/controller/SSRF.java:233:20:233:33""]] can be exposed to an external user.","/java-sec-code-master/src/main/java/org/joychou/controller/SSRF.java","233","20","233","33"
"Information exposure through a stack trace","Information from a stack trace propagates to an external user. Stack traces can unintentionally reveal implementation details that are useful to an attacker for developing a subsequent exploit.","error","[[""Error information""|""relative:///java-sec-code-master/src/main/java/org/joychou/controller/SSRF.java:252:20:252:33""]] can be exposed to an external user.","/java-sec-code-master/src/main/java/org/joychou/controller/SSRF.java","252","20","252","33"
"Information exposure through a stack trace","Information from a stack trace propagates to an external user. Stack traces can unintentionally reveal implementation details that are useful to an attacker for developing a subsequent exploit.","error","[[""Error information""|""relative:///java-sec-code-master/src/main/java/org/joychou/util/HttpUtils.java:214:20:214:33""]] can be exposed to an external user.","/java-sec-code-master/src/main/java/org/joychou/controller/SSRF.java","267","16","267","46"
"Deserialization of user-controlled data","Deserializing user-controlled data may allow attackers to execute arbitrary code.","error","Unsafe deserialization depends on a [[""user-provided value""|""relative:///java-sec-code-master/src/main/java/org/joychou/controller/Deserialize.java:45:29:45:45""]].","/java-sec-code-master/src/main/java/org/joychou/controller/Deserialize.java","50","9","50","23"
"Deserialization of user-controlled data","Deserializing user-controlled data may allow attackers to execute arbitrary code.","error","Unsafe deserialization depends on a [[""user-provided value""|""relative:///java-sec-code-master/src/main/java/org/joychou/controller/Deserialize.java:70:29:70:45""]].","/java-sec-code-master/src/main/java/org/joychou/controller/Deserialize.java","77","13","77","27"
"Deserialization of user-controlled data","Deserializing user-controlled data may allow attackers to execute arbitrary code.","error","Unsafe deserialization depends on a [[""user-provided value""|""relative:///java-sec-code-master/src/main/java/org/joychou/controller/Deserialize.java:89:25:89:38""]].","/java-sec-code-master/src/main/java/org/joychou/controller/Deserialize.java","93","26","93","64"
"Deserialization of user-controlled data","Deserializing user-controlled data may allow attackers to execute arbitrary code.","error","Unsafe deserialization depends on a [[""user-provided value""|""relative:///java-sec-code-master/src/main/java/org/joychou/controller/Fastjson.java:19:31:19:56""]].","/java-sec-code-master/src/main/java/org/joychou/controller/Fastjson.java","23","29","23","52"
"Deserialization of user-controlled data","Deserializing user-controlled data may allow attackers to execute arbitrary code.","error","Unsafe deserialization depends on a [[""user-provided value""|""relative:///java-sec-code-master/src/main/java/org/joychou/controller/Rce.java:111:22:111:35""]].","/java-sec-code-master/src/main/java/org/joychou/controller/Rce.java","113","9","113","23"
"Deserialization of user-controlled data","Deserializing user-controlled data may allow attackers to execute arbitrary code.","error","Unsafe deserialization depends on a [[""user-provided value""|""relative:///java-sec-code-master/src/main/java/org/joychou/util/WebUtils.java:14:26:14:49""]].","/java-sec-code-master/src/main/java/org/joychou/controller/XStreamRce.java","29","9","29","28"
"URL forward from a remote source","URL forward based on unvalidated user input may cause file information disclosure.","error","Untrusted URL forward depends on a [[""user-provided value""|""relative:///java-sec-code-master/src/main/java/org/joychou/controller/URLRedirect.java:67:22:67:48""]].","/java-sec-code-master/src/main/java/org/joychou/controller/URLRedirect.java","68","61","68","63"
"URL redirection from remote source","URL redirection based on unvalidated user-input may cause redirection to malicious web sites.","error","Untrusted URL redirection depends on a [[""user-provided value""|""relative:///java-sec-code-master/src/main/java/org/joychou/controller/URLRedirect.java:43:22:43:48""]].","/java-sec-code-master/src/main/java/org/joychou/controller/URLRedirect.java","45","40","45","42"
"URL redirection from remote source","URL redirection based on unvalidated user-input may cause redirection to malicious web sites.","error","Untrusted URL redirection depends on a [[""user-provided value""|""relative:///java-sec-code-master/src/main/java/org/joychou/controller/URLRedirect.java:55:22:55:48""]].","/java-sec-code-master/src/main/java/org/joychou/controller/URLRedirect.java","56","31","56","33"
"URL redirection from remote source","URL redirection based on unvalidated user-input may cause redirection to malicious web sites.","error","Untrusted URL redirection depends on a [[""user-provided value""|""relative:///java-sec-code-master/src/main/java/org/joychou/controller/URLRedirect.java:85:22:85:48""]].","/java-sec-code-master/src/main/java/org/joychou/controller/URLRedirect.java","91","31","91","33"
"URL redirection from remote source","URL redirection based on unvalidated user-input may cause redirection to malicious web sites.","error","Untrusted URL redirection depends on a [[""user-provided value""|""relative:///java-sec-code-master/src/main/java/org/joychou/controller/URLWhiteList.java:99:28:99:37""]].","/java-sec-code-master/src/main/java/org/joychou/controller/URLWhiteList.java","114","34","114","36"
"Resolving XML external entity in user-controlled data","Parsing user-controlled XML documents and allowing expansion of external entity references may lead to disclosure of confidential data or denial of service.","error","XML parsing depends on a [[""user-provided value""|""relative:///java-sec-code-master/src/main/java/org/joychou/util/WebUtils.java:14:26:14:49""]] without guarding against external entity expansion.","/java-sec-code-master/src/main/java/org/joychou/controller/XXE.java","54","29","54","67"
"Resolving XML external entity in user-controlled data","Parsing user-controlled XML documents and allowing expansion of external entity references may lead to disclosure of confidential data or denial of service.","error","XML parsing depends on a [[""user-provided value""|""relative:///java-sec-code-master/src/main/java/org/joychou/util/WebUtils.java:14:26:14:49""]] without guarding against external entity expansion.","/java-sec-code-master/src/main/java/org/joychou/controller/XXE.java","94","27","94","65"
"Resolving XML external entity in user-controlled data","Parsing user-controlled XML documents and allowing expansion of external entity references may lead to disclosure of confidential data or denial of service.","error","XML parsing depends on a [[""user-provided value""|""relative:///java-sec-code-master/src/main/java/org/joychou/util/WebUtils.java:14:26:14:49""]] without guarding against external entity expansion.","/java-sec-code-master/src/main/java/org/joychou/controller/XXE.java","131","25","131","63"
